,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,experience
0,69811783,False,Data Engineer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-09-20T14:36:19+0300,2022-09-20T14:36:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69811783,,https://api.hh.ru/vacancies/69811783?host=hh.ru,https://api.hh.ru/vacancies/69811783/adv_response?host=hh.ru,https://hh.ru/vacancy/69811783,[],"{'id': '4490324', 'name': 'Апптимизм', 'url': 'https://api.hh.ru/employers/4490324', 'alternate_url': 'https://hh.ru/employer/4490324', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3295892.png', '240': 'https://hhcdn.ru/employer-logo/3295893.png', 'original': 'https://hhcdn.ru/employer-logo-original/713694.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4490324', 'trusted': True}","{'requirement': 'Знание принципов построения DWH и баз данных. Опыт работы с технологией Hadoop (HDInsight, Spark, Hive, Scala, etc.). Уверенное знание SQL...', 'responsibility': 'Дизайн, разработка и поддержка ETL процессов для загрузки данных в/из <highlighttext>Data</highlighttext> Lake. Контроль качества и полноты данных (ручные и...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,noExperience
1,55441562,False,Data engineer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': 'Москва, Ленинградский проспект, 80г, метро Сокол', 'metro': None, 'metro_stations': [], 'id': '351533'}",,,2022-09-19T09:46:18+0300,2022-09-19T09:46:18+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=55441562,,https://api.hh.ru/vacancies/55441562?host=hh.ru,https://api.hh.ru/vacancies/55441562/adv_response?host=hh.ru,https://hh.ru/vacancy/55441562,[],"{'id': '127256', 'name': 'СИНЕРГИЯ', 'url': 'https://api.hh.ru/employers/127256', 'alternate_url': 'https://hh.ru/employer/127256', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/2964900.png', '240': 'https://hhcdn.ru/employer-logo/2964901.png', 'original': 'https://hhcdn.ru/employer-logo-original/630937.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=127256', 'trusted': True}","{'requirement': 'Хорошее знание Python, умение писать поддерживаемый код. Flash\\Fast API. Git, Bash, Airflow, Docker. SQL на экспертном уровне (умение оптимизировать...', 'responsibility': 'Организация новых и оптимизация существующих ETL и <highlighttext>Data</highlighttext> Quality пайплайнов (SQL,Python). Помощь с внедрением в продакшн и мониторингом моделей...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
2,69714059,False,Junior solution engineer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'Малая Монетная улица', 'building': '2Г', 'description': None, 'lat': 59.959161, 'lng': 30.319937, 'raw': 'Санкт-Петербург, Малая Монетная улица, 2Г', 'metro': {'station_name': 'Горьковская', 'line_name': 'Московско-Петроградская', 'station_id': '15.216', 'line_id': '15', 'lat': 59.956112, 'lng': 30.31889}, 'metro_stations': [{'station_name': 'Горьковская', 'line_name': 'Московско-Петроградская', 'station_id': '15.216', 'line_id': '15', 'lat': 59.956112, 'lng': 30.31889}], 'id': '6156813'}",,,2022-09-18T13:25:17+0300,2022-09-18T13:25:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69714059,,https://api.hh.ru/vacancies/69714059?host=hh.ru,https://api.hh.ru/vacancies/69714059/adv_response?host=hh.ru,https://hh.ru/vacancy/69714059,[],"{'id': '5488399', 'name': 'Самокат (ООО Умное пространство)', 'url': 'https://api.hh.ru/employers/5488399', 'alternate_url': 'https://hh.ru/employer/5488399', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3944400.png', '90': 'https://hhcdn.ru/employer-logo/3944399.png', 'original': 'https://hhcdn.ru/employer-logo-original/875881.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5488399', 'trusted': True}","{'requirement': 'Рассматриваем кандидатов в том числе без опыта работы в реальных проектах. Мы ожидаем: Высшее техническое образование (рассматриваем так же студентов). ', 'responsibility': 'Для эффективной работы мы активно используем модели машинного обучения, число которых измеряется десятками (ценообразование, прогноз спроса, рекомендации). Каждая из моделей...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
3,69984836,False,Assistant Professor - Data Science&AI,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 170000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-19T16:49:56+0300,2022-09-19T16:49:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69984836,,https://api.hh.ru/vacancies/69984836?host=hh.ru,https://api.hh.ru/vacancies/69984836/adv_response?host=hh.ru,https://hh.ru/vacancy/69984836,[],"{'id': '1160188', 'name': 'Университет Иннополис', 'url': 'https://api.hh.ru/employers/1160188', 'alternate_url': 'https://hh.ru/employer/1160188', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935248.png', '90': 'https://hhcdn.ru/employer-logo/3935247.png', 'original': 'https://hhcdn.ru/employer-logo-original/873593.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1160188', 'trusted': True}","{'requirement': 'The Faculty of Computer Science and <highlighttext>Engineering</highlighttext> of Innopolis University invites highly promising Assistant Professors who have recenlty graduated or...', 'responsibility': 'Designing, Creating and Managing large volumes of <highlighttext>data</highlighttext>. 2. Identifications of Pattern in the <highlighttext>Data</highlighttext>. 4. Creating Mathematical Models. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
4,69984835,False,Assistant Professor - Data Science&AI,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 170000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-19T16:49:56+0300,2022-09-19T16:49:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69984835,,https://api.hh.ru/vacancies/69984835?host=hh.ru,https://api.hh.ru/vacancies/69984835/adv_response?host=hh.ru,https://hh.ru/vacancy/69984835,[],"{'id': '1160188', 'name': 'Университет Иннополис', 'url': 'https://api.hh.ru/employers/1160188', 'alternate_url': 'https://hh.ru/employer/1160188', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935248.png', '90': 'https://hhcdn.ru/employer-logo/3935247.png', 'original': 'https://hhcdn.ru/employer-logo-original/873593.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1160188', 'trusted': True}","{'requirement': 'The Faculty of Computer Science and <highlighttext>Engineering</highlighttext> of Innopolis University invites highly promising Assistant Professors who have recenlty graduated or...', 'responsibility': 'Designing, Creating and Managing large volumes of <highlighttext>data</highlighttext>. 2. Identifications of Pattern in the <highlighttext>Data</highlighttext>. 4. Creating Mathematical Models. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
5,69984838,False,Assistant Professor - Data Science&AI,,False,False,"{'id': '4', 'name': 'Новосибирск', 'url': 'https://api.hh.ru/areas/4'}","{'from': 170000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-19T16:49:56+0300,2022-09-19T16:49:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69984838,,https://api.hh.ru/vacancies/69984838?host=hh.ru,https://api.hh.ru/vacancies/69984838/adv_response?host=hh.ru,https://hh.ru/vacancy/69984838,[],"{'id': '1160188', 'name': 'Университет Иннополис', 'url': 'https://api.hh.ru/employers/1160188', 'alternate_url': 'https://hh.ru/employer/1160188', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935248.png', '90': 'https://hhcdn.ru/employer-logo/3935247.png', 'original': 'https://hhcdn.ru/employer-logo-original/873593.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1160188', 'trusted': True}","{'requirement': 'The Faculty of Computer Science and <highlighttext>Engineering</highlighttext> of Innopolis University invites highly promising Assistant Professors who have recenlty graduated or...', 'responsibility': 'Designing, Creating and Managing large volumes of <highlighttext>data</highlighttext>. 2. Identifications of Pattern in the <highlighttext>Data</highlighttext>. 4. Creating Mathematical Models. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
6,69984834,False,Assistant Professor - Data Science&AI,,False,False,"{'id': '88', 'name': 'Казань', 'url': 'https://api.hh.ru/areas/88'}","{'from': 170000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-19T16:49:56+0300,2022-09-19T16:49:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69984834,,https://api.hh.ru/vacancies/69984834?host=hh.ru,https://api.hh.ru/vacancies/69984834/adv_response?host=hh.ru,https://hh.ru/vacancy/69984834,[],"{'id': '1160188', 'name': 'Университет Иннополис', 'url': 'https://api.hh.ru/employers/1160188', 'alternate_url': 'https://hh.ru/employer/1160188', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935248.png', '90': 'https://hhcdn.ru/employer-logo/3935247.png', 'original': 'https://hhcdn.ru/employer-logo-original/873593.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1160188', 'trusted': True}","{'requirement': 'The Faculty of Computer Science and <highlighttext>Engineering</highlighttext> of Innopolis University invites highly promising Assistant Professors who have recenlty graduated or...', 'responsibility': 'Designing, Creating and Managing large volumes of <highlighttext>data</highlighttext>. 2. Identifications of Pattern in the <highlighttext>Data</highlighttext>. 4. Creating Mathematical Models. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
7,69855311,False,Data-инженер,,False,False,"{'id': '88', 'name': 'Казань', 'url': 'https://api.hh.ru/areas/88'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Казань', 'street': 'Спартаковская улица', 'building': '12', 'description': None, 'lat': 55.778345, 'lng': 49.131486, 'raw': 'Казань, Спартаковская улица, 12', 'metro': {'station_name': 'Площадь Тукая', 'line_name': 'Центральная', 'station_id': '49.273', 'line_id': '49', 'lat': 55.787163, 'lng': 49.122126}, 'metro_stations': [{'station_name': 'Площадь Тукая', 'line_name': 'Центральная', 'station_id': '49.273', 'line_id': '49', 'lat': 55.787163, 'lng': 49.122126}], 'id': '7349322'}",,,2022-09-15T13:27:00+0300,2022-09-15T13:27:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69855311,,https://api.hh.ru/vacancies/69855311?host=hh.ru,https://api.hh.ru/vacancies/69855311/adv_response?host=hh.ru,https://hh.ru/vacancy/69855311,[],"{'id': '4350075', 'name': 'ГК Innostage', 'url': 'https://api.hh.ru/employers/4350075', 'alternate_url': 'https://hh.ru/employer/4350075', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/792044.png', '90': 'https://hhcdn.ru/employer-logo/3609063.png', '240': 'https://hhcdn.ru/employer-logo/3609064.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4350075', 'trusted': True}","{'requirement': 'Опыт программирования на Python от 1 года. Умение настраивать среды для работы с Python (pip, conda environments, установка библиотек и...', 'responsibility': 'Разработка и реализация различных скриптов, коннекторов на языке программирования Python, оптимизация существующих. Участие в проработке решения задачи как самостоятельно, так...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
8,69984837,False,Assistant Professor - Data Science&AI,,False,False,"{'id': '90', 'name': 'Томск', 'url': 'https://api.hh.ru/areas/90'}","{'from': 170000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-19T16:49:56+0300,2022-09-19T16:49:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69984837,,https://api.hh.ru/vacancies/69984837?host=hh.ru,https://api.hh.ru/vacancies/69984837/adv_response?host=hh.ru,https://hh.ru/vacancy/69984837,[],"{'id': '1160188', 'name': 'Университет Иннополис', 'url': 'https://api.hh.ru/employers/1160188', 'alternate_url': 'https://hh.ru/employer/1160188', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935248.png', '90': 'https://hhcdn.ru/employer-logo/3935247.png', 'original': 'https://hhcdn.ru/employer-logo-original/873593.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1160188', 'trusted': True}","{'requirement': 'The Faculty of Computer Science and <highlighttext>Engineering</highlighttext> of Innopolis University invites highly promising Assistant Professors who have recenlty graduated or...', 'responsibility': 'Designing, Creating and Managing large volumes of <highlighttext>data</highlighttext>. 2. Identifications of Pattern in the <highlighttext>Data</highlighttext>. 4. Creating Mathematical Models. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
9,69724342,False,Data Assistant - Geology / GIS,,False,False,"{'id': '159', 'name': 'Нур-Султан', 'url': 'https://api.hh.ru/areas/159'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Нур-Султан (Астана)', 'street': 'проспект Кабанбай Батыра', 'building': '15/1', 'description': None, 'lat': 51.135317, 'lng': 71.413262, 'raw': 'Нур-Султан (Астана), проспект Кабанбай Батыра, 15/1', 'metro': None, 'metro_stations': [], 'id': '11711016'}",,,2022-09-12T15:53:13+0300,2022-09-12T15:53:13+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69724342,,https://api.hh.ru/vacancies/69724342?host=hh.ru,https://api.hh.ru/vacancies/69724342/adv_response?host=hh.ru,https://hh.ru/vacancy/69724342,[],"{'id': '3874114', 'name': 'Wood Mackenzie', 'url': 'https://api.hh.ru/employers/3874114', 'alternate_url': 'https://hh.ru/employer/3874114', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/651460.JPG', '90': 'https://hhcdn.ru/employer-logo/3046988.jpeg', '240': 'https://hhcdn.ru/employer-logo/3046989.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3874114', 'trusted': True}","{'requirement': 'Advanced MS Excel skills. Keen interest in applied mathematics, <highlighttext>data</highlighttext> science, and <highlighttext>engineering</highlighttext> in Python and/or R is a...', 'responsibility': 'Process various types of <highlighttext>data</highlighttext>, including basins, field reservoirs, saline aquifers and exploration drilling. Compare different <highlighttext>data</highlighttext> sources. <highlighttext>Data</highlighttext> quality...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,noExperience
